MainID,n_obs,start,end,span,n_missing_years,n_zero,onset_year,censor_year,n_origins,n_pos,n_neg,first_origin,last_origin,event_in_eligible_window,TaxonName,TaxonomicClass,BiotopeType,Country,Continent,SamplingProtocol,SamplingUnits,SamplingEffort,SpatialDensity,Reliability,DatasetLength,SamplingFrequency,restricted,Notes,DataSourceID,LocationID,TaxonID,LongDD,LatDD
9312,16,1970,1985,16,0,0,,,0,0,0,,,False,Erithacus rubecula,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10702,219,-0.6666666666666666,51.8
9313,16,1970,1985,16,0,0,,,0,0,0,,,False,Turdus merula,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10702,217,-0.6666666666666666,51.8
9314,16,1970,1985,16,0,0,,,0,0,0,,,False,Turdus philomelos,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10702,216,-0.6666666666666666,51.8
9315,16,1970,1985,16,0,4,,,0,0,0,,,False,Troglodytes troglodytes,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,132,-0.6666666666666666,51.8
9316,16,1970,1985,16,0,0,,,0,0,0,,,False,Prunella modularis,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,69,-0.6666666666666666,51.8
9317,16,1970,1985,16,0,0,,,0,0,0,,,False,Erithacus rubecula,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,219,-0.6666666666666666,51.8
9318,16,1970,1985,16,0,0,,,0,0,0,,,False,Turdus merula,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,217,-0.6666666666666666,51.8
9319,16,1970,1985,16,0,7,1976.0,1976.0,0,0,0,,,False,Turdus philomelos,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,216,-0.6666666666666666,51.8
9320,16,1970,1985,16,0,0,,,0,0,0,,,False,Parus caeruleus,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10702,208,-0.6666666666666666,51.8
9321,16,1970,1985,16,0,0,,,0,0,0,,,False,Parus major,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10702,207,-0.6666666666666666,51.8
9322,16,1970,1985,16,0,0,,,0,0,0,,,False,Fringilla coelebs,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10702,232,-0.6666666666666666,51.8
9323,16,1970,1985,16,0,0,,,0,0,0,,,False,Carduelis chloris,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10702,229,-0.6666666666666666,51.8
9324,16,1970,1985,16,0,0,,,0,0,0,,,False,Emberiza citrinella,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10702,435,-0.6666666666666666,51.8
9325,16,1970,1985,16,0,0,,,0,0,0,,,False,Parus caeruleus,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,208,-0.6666666666666666,51.8
9326,16,1970,1985,16,0,1,,,0,0,0,,,False,Parus major,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,207,-0.6666666666666666,51.8
9327,16,1970,1985,16,0,1,,,0,0,0,,,False,Fringilla coelebs,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,232,-0.6666666666666666,51.8
9328,16,1970,1985,16,0,6,1981.0,1981.0,0,0,0,,,False,Carduelis chloris,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,229,-0.6666666666666666,51.8
9329,16,1970,1985,16,0,0,,,0,0,0,,,False,Emberiza citrinella,Aves,Agricultural,UK - England,Europe,Count,Territories,Sample,None,2.0,16.0,1.0,False,None,540,10703,435,-0.6666666666666666,51.8
9330,21,1971,1992,22,1,0,,,0,0,0,,,False,Phalacrocorax carbo,Aves,Island,France,Europe,Count,Breeding pairs,Sample,None,3.0,22.0,1.0,False,None,471,10606,23,-1.1666666666666667,49.5
9331,23,1968,1992,25,2,0,,,0,0,0,,,False,Phalacrocorax carbo,Aves,Island,France,Europe,Count,Breeding pairs,Sample,None,3.0,25.0,1.0,False,None,471,10607,23,-1.8333333333333335,48.88333333333333
9332,15,1969,1991,23,8,0,,,0,0,0,,,False,Phalacrocorax carbo,Aves,Coastal,UK - England,Europe,Unknown,Pairs,Sample,Unknown,3.0,23.0,1.0,False,None,471,10608,23,-1.5,55.25
9333,14,1969,1992,24,10,0,,,0,0,0,,,False,Phalacrocorax carbo,Aves,Coastal,UK - Wales,Europe,Unknown,Pairs,Sample,Unknown,3.0,24.0,1.0,False,None,471,10609,23,-4.083333333333333,52.5
9334,8,1985,1992,8,0,0,,,0,0,0,,,False,Phalacrocorax carbo,Aves,Coastal,Norway,Europe,Unknown,Pairs,Sample,Unknown,-1.0,8.0,1.0,False,None,472,10610,23,12.0,69.5
9335,8,1985,1992,8,0,0,,,0,0,0,,,False,Phalacrocorax carbo,Aves,Coastal,Norway,Europe,Unknown,Pairs,Sample,Unknown,-1.0,8.0,1.0,False,None,472,10611,23,25.5,70.0
9336,13,1980,1992,13,0,0,,,0,0,0,,,False,Phalacrocorax carbo,Aves,Coastal,Norway,Europe,Unknown,Pairs,Sample,Unknown,-1.0,13.0,1.0,False,None,472,106,23,13.5,66.0
9337,13,1980,1992,13,0,0,1986.0,1986.0,0,0,0,,,False,Mallotus villosus,Osteichthyes,Coastal,Multiple or International jurisdiction,Europe,Harvest,Tonnes,Harvest,None,-1.0,13.0,1.0,False,None,472,16,53,35.0,71.0
9338,30,1959,1988,30,0,9,1966.0,1966.0,0,0,0,,,False,Bonasa bonasia,Aves,Coniferous forest,Russian Federation,Europe,Count,All Individuals,Sample,per 1000ha^2,4.0,30.0,1.0,False,Sink dominated landscape,1,1,1,57.0,62.0
9339,17,1980,1996,17,0,0,1985.0,1985.0,0,0,0,,,False,Keratella quadrata,Rotifera,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11903,26.633333333333333,55.61666666666667
9340,17,1980,1996,17,0,2,1987.0,1987.0,0,0,0,,,False,Asplanchna priodonta,Rotifera,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11904,26.633333333333333,55.61666666666667
9341,17,1980,1996,17,0,6,1988.0,1988.0,0,0,0,,,False,Conochilus unicornis,Rotifera,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11905,26.633333333333333,55.61666666666667
9342,17,1980,1996,17,0,2,1994.0,1994.0,0,0,0,,,False,Bosmina longirostris,Crustacea,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11906,26.633333333333333,55.61666666666667
9343,17,1980,1996,17,0,7,1995.0,1995.0,0,0,0,,,False,Daphnia cucullata,Crustacea,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11907,26.633333333333333,55.61666666666667
9344,16,1981,1996,16,0,0,,,0,0,0,,,False,Eudiaptomas gracilioides and Eudiaptomas gracilis.,Crustacea,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11908,26.633333333333333,55.61666666666667
9345,17,1980,1996,17,0,12,1987.0,1987.0,0,0,0,,,False,Limnocalanus macrurus,Crustacea,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11909,26.633333333333333,55.61666666666667
9346,17,1980,1996,17,0,5,,,0,0,0,,,False,Heterocope appendiculata,Crustacea,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11910,26.633333333333333,55.61666666666667
9347,17,1980,1996,17,0,0,1994.0,1994.0,0,0,0,,,False,Mesocyclops oithonoides,Crustacea,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11911,26.633333333333333,55.61666666666667
9348,17,1980,1996,17,0,2,1994.0,1994.0,0,0,0,,,False,Mesocyclops leuckartii,Crustacea,Limnetic,Multiple or International jurisdiction,Europe,Count,All Individuals,Sample,per m^3,4.0,17.0,1.0,False,Sampled in May each year,541,10705,11912,26.633333333333333,55.61666666666667
9349,18,1979,1996,18,0,9,1986.0,1986.0,0,0,0,,,False,Asterionella formosa,Bacillariophyceae,Limnetic,Multiple or International jurisdiction,Europe,Count,Cells,per litre,None,4.0,18.0,1.0,False,Sampled in May each year,542,10705,793,26.633333333333333,55.61666666666667
9350,18,1979,1996,18,0,6,,,0,0,0,,,False,Diatoma elongatum,Bacillariophyceae,Limnetic,Multiple or International jurisdiction,Europe,Count,Cells,per litre,None,4.0,18.0,1.0,False,Sampled in May each year,542,10705,11913,26.633333333333333,55.61666666666667
9351,18,1979,1996,18,0,3,1990.0,1990.0,0,0,0,,,False,Fragilaria crotonensis,Bacillariophyceae,Limnetic,Multiple or International jurisdiction,Europe,Count,Cells,per litre,None,4.0,18.0,1.0,False,Sampled in May each year,542,10705,11914,26.633333333333333,55.61666666666667
9352,18,1979,1996,18,0,7,1985.0,1985.0,0,0,0,,,False,Synedra acus,Bacillariophyceae,Limnetic,Multiple or International jurisdiction,Europe,Count,Cells,per litre,None,4.0,18.0,1.0,False,Sampled in May each year,542,10705,11915,26.633333333333333,55.61666666666667
9353,18,1979,1996,18,0,9,1984.0,1984.0,0,0,0,,,False,Aphanizomenon flos-aquae,Cyanophyceae,Limnetic,Multiple or International jurisdiction,Europe,Count,Cells,per litre,None,4.0,18.0,1.0,False,Sampled in July each year,542,10705,11916,26.633333333333333,55.61666666666667
9354,18,1979,1996,18,0,5,1984.0,1984.0,0,0,0,,,False,Cryptomonas ovata,Cryptophyceae,Limnetic,Multiple or International jurisdiction,Europe,Count,Cells,per litre,None,4.0,18.0,1.0,False,Sampled in July each year,542,10705,11917,26.633333333333333,55.61666666666667
9355,26,1933,1970,38,12,0,1950.0,1950.0,0,0,0,,,False,Halichoerus grypus,Mammalia,Marine,Finland,Europe,Count,All Individuals,Sample,None,3.0,38.0,1.0,False,Grey seals constituted about 40% of the total harvest while ringed seals made up the remaining 60%. NB: an insignificant numbers of seals caught in fishing nets was not included in the statistics. From 1970 hunting grey seals was prohibited.,543,10706,735,23.0,59.0
9356,15,1959,1973,15,0,0,,1973.0,0,0,0,,,False,Apodemus flavicollis,Mammalia,Coniferous forest,Germany,Europe,Count,Individuals in owl pellets,Sample,None,3.0,15.0,1.0,False,None,544,10707,11918,13.416666666666666,52.53333333333333
9357,15,1959,1973,15,0,0,,,0,0,0,,,False,Microtus arvalis,Mammalia,Coniferous forest,Germany,Europe,Count,Individuals in owl pellets,Sample,None,3.0,15.0,1.0,False,None,544,10707,11897,13.416666666666666,52.53333333333333
9358,15,1959,1973,15,0,0,,1973.0,0,0,0,,,False,Rattus norvegicus,Mammalia,Coniferous forest,Germany,Europe,Count,Individuals in owl pellets,Sample,None,3.0,15.0,1.0,False,None,544,10707,11919,13.416666666666666,52.53333333333333
9359,15,1959,1973,15,0,0,1969.0,1969.0,0,0,0,,,False,Sorex,Mammalia,Coniferous forest,Germany,Europe,Count,Individuals in owl pellets,Sample,None,3.0,15.0,1.0,False,None,544,10707,11920,13.416666666666666,52.53333333333333
9366,11,1977,1987,11,0,0,,,0,0,0,,,False,Microtus rossiaemeridionalis,Mammalia,Mixed habitat,Finland,Europe,Count,All Individuals,Census (estimated),None,3.0,11.0,1.0,False,"Data ID 3580 has been given taxon ID 11923, however it is data for Microtus epiroticus and Microtus agrestis.(NB M. epiroticus is a synonym for M. rossiaemeridionalis.)",547,10714,11923,23.083333333333332,63.1
9367,11,1977,1987,11,0,0,,,0,0,0,,,False,Clethrionomys glareolus,Mammalia,Mixed habitat,Finland,Europe,Count,All Individuals,Census (estimated),None,3.0,11.0,1.0,False,None,547,10714,51,23.083333333333332,63.1
9368,11,1977,1987,11,0,0,,,0,0,0,,,False,Sorex araneus,Mammalia,Mixed habitat,Finland,Europe,Count,All Individuals,Census (estimated),None,3.0,11.0,1.0,False,None,547,10714,11332,23.083333333333332,63.1
9369,11,1977,1987,11,0,0,,1987.0,0,0,0,,,False,Aegolius funereus,Aves,Mixed habitat,Finland,Europe,Count,Pairs,Census,None,4.0,11.0,1.0,False,None,547,10714,11193,23.083333333333332,63.1
9370,69,1825,1934,110,41,0,1831.0,1831.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,110.0,1.0,False,None,548,10715,75,-125.0,53.0
9371,114,1821,1934,114,0,0,1831.0,1831.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,114.0,1.0,False,None,548,10661,75,-116.0,64.0
9372,108,1821,1934,114,6,0,1831.0,1831.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,114.0,1.0,False,None,548,10716,75,-113.0,55.0
9373,108,1821,1934,114,6,0,1842.0,1842.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,114.0,1.0,False,None,548,10717,75,-105.0,53.0
9374,73,1821,1898,78,5,0,1840.0,1840.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,78.0,1.0,False,None,548,10718,75,-111.0,52.0
9375,97,1821,1933,113,16,0,1842.0,1842.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,113.0,1.0,False,None,548,10719,75,-101.0,50.0
9376,103,1821,1939,119,16,0,1833.0,1833.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,119.0,1.0,False,None,548,10720,75,-94.0,57.0
9377,66,1852,1939,88,22,0,1861.0,1861.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,88.0,1.0,False,None,548,10721,75,-82.0,52.0
9378,57,1852,1939,88,31,0,1918.0,1918.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,88.0,1.0,False,None,548,10722,75,-85.0,48.0
9379,60,1839,1939,101,41,0,1918.0,1913.0,0,0,0,,,False,Lynx canadensis,Mammalia,Unspecified habitat or no information,Canada,North America,Count,All Individuals,Sample,None,1.0,101.0,1.0,False,None,548,10723,75,-40.0,70.0
9380,10,1971,1980,10,0,0,,,0,0,0,,,False,Selasphorus platycercus,Aves,Grassland,USA,North America,Count,Nests,Sample,None,4.0,10.0,1.0,False,"Nesting studies: along 2.4km long corridor of conifers bordering the major watercourse, a 1km long corridor of conifers bordering one of its tributaries, and an area of aspen forest (0.5km^2).",549,10724,11924,-106.98333333333333,38.96666666666667
9381,37,1953,1989,37,0,0,1958.0,1958.0,0,0,0,,,False,Bupalus piniaria,Insecta,Specified plants as habitat,UK - Scotland,Europe,Count,Pupae,Sample,per m^2,3.0,37.0,1.0,False,"The Forestry Commission divides each forest into compartments (5-10ha). Within a forest, about one in four compartments are surveyed, between Jan and March. The sampling method changed in 1962.",550,10725,47,-2.8333333333333335,56.416666666666664
9382,37,1953,1989,37,0,0,1978.0,1978.0,0,0,0,,,False,Bupalus piniaria,Insecta,Specified plants as habitat,UK - Scotland,Europe,Count,Pupae,Sample,per m^2,3.0,37.0,1.0,False,"The Forestry Commission divides each forest into compartments (5-10ha). Within a forest, about one in four compartments are surveyed, between Jan and March. The sampling method changed in 1962.",550,10726,47,-4.25,57.53333333333333
9386,10,1966,1976,11,1,0,,,0,0,0,,,False,Peromyscus ,Mammalia,Deciduous forest,Canada,North America,Count,All Individuals,per trap night,None,3.0,11.0,1.0,False,"Sampling period varies each year. NB up to four samples in each year.Where > 1 sample per year, counts are averaged.",552,10728,11927,-73.0,45.0
9387,10,1966,1976,11,1,1,,,0,0,0,,,False,Clethrionomys gapperi,Mammalia,Deciduous forest,Canada,North America,Count,All Individuals,per trap night,None,3.0,11.0,1.0,False,"Sampling period varies each year. NB up to four samples in each year.Where > 1 sample per year, counts are averaged.",552,10728,11168,-73.0,45.0
9388,10,1966,1976,11,1,1,,,0,0,0,,,False,Napaeozapus insignis,Mammalia,Deciduous forest,Canada,North America,Count,All Individuals,per trap night,None,3.0,11.0,1.0,False,"Sampling period varies each year. NB up to four samples in each year.Where > 1 sample per year, counts are averaged.",552,10728,11928,-73.0,45.0
9389,10,1966,1976,11,1,2,1973.0,1973.0,0,0,0,,,False,Tamias striatus,Mammalia,Deciduous forest,Canada,North America,Count,All Individuals,per trap night,None,3.0,11.0,1.0,False,"Sampling period varies each year. NB up to four samples in each year.Where > 1 sample per year, counts are averaged.",552,10728,11170,-73.0,45.0
9390,10,1966,1976,11,1,2,1973.0,1973.0,0,0,0,,,False,Blarina brevicauda,Mammalia,Deciduous forest,Canada,North America,Count,All Individuals,per trap night,None,3.0,11.0,1.0,False,"Sampling period varies each year. NB up to four samples in each year.Where > 1 sample per year, counts are averaged.",552,10728,11929,-73.0,45.0
9391,48,1946,1993,48,0,8,1959.0,1959.0,0,0,0,,,False,Canis lupus,Mammalia,Mixed or unspecified forest,Poland,Europe,Count,All Individuals,Census (estimated),None,4.0,48.0,1.0,False,1947-49 and 1951-57 are reconstructed numbers.,553,10729,89,24.0,52.75
9392,14,1980,1993,14,0,0,,,0,0,0,,,False,Canis lupus,Mammalia,Mixed or unspecified forest,Poland,Europe,Count,All Individuals,Census (estimated),None,4.0,14.0,1.0,False,None,553,10730,89,24.0,52.75
9393,48,1946,1993,48,0,5,1961.0,1961.0,0,0,0,,,False,Canis lupus,Mammalia,Mixed or unspecified forest,Belarus,Europe,Count,All Individuals,Census (estimated),None,4.0,48.0,1.0,False,In Belarussia 16 wolves were shot each year.,553,10731,89,24.0,52.75
9394,12,1976,1988,13,1,0,1983.0,1983.0,0,0,0,,,False,Salmo salar,Osteichthyes,Fluvial,Norway,Europe,Count,All Individuals,Sample,None,4.0,13.0,1.0,False,Count of fish ascending river to spawn.,554,10516,48,6.0,58.833333333333336
9395,15,1960,1975,16,1,0,,,0,0,0,,,False,Branta bernicla bernicla,Aves,Wetland,United Kingdom,Europe,Count,All Individuals,Census (estimated),None,3.0,16.0,1.0,False,None,555,367,11930,-1.5,54.0
9396,15,1960,1975,16,1,0,,,0,0,0,,,False,Branta bernicla bernicla,Aves,Wetland,Multiple or International jurisdiction,Europe,Count,All Individuals,Census (estimated),None,3.0,16.0,1.0,False,None,555,10732,11930,2.0,47.0
9397,15,1960,1975,16,1,0,,,0,0,0,,,False,Branta bernicla bernicla,Aves,Wetland,Netherlands,Europe,Count,All Individuals,Census (estimated),None,3.0,16.0,1.0,False,None,555,10733,11930,6.0,53.0
9398,12,1963,1975,13,1,0,,,0,0,0,,,False,Branta bernicla bernicla,Aves,Wetland,Germany,Europe,Count,All Individuals,Census (estimated),None,2.0,16.0,1.0,False,None,555,10734,11930,9.0,51.0
9399,15,1960,1975,16,1,0,,,0,0,0,,,False,Branta bernicla bernicla,Aves,Wetland,Denmark,Europe,Count,All Individuals,Census (estimated),None,2.0,16.0,1.0,False,None,555,10637,11930,10.0,57.0
9400,15,1960,1975,16,1,0,,,0,0,0,,,False,Branta bernicla bernicla,Aves,Wetland,Multiple or International jurisdiction,Europe,Count,All Individuals,Census (estimated),None,2.0,16.0,1.0,False,None,555,10735,11930,5.0,49.0
9401,11,1956,1966,11,0,0,,,0,0,0,,,False,Lynx lynx,Mammalia,Unspecified habitat or no information,Sweden,Europe,Count,Individuals killed,Sample,None,1.0,11.0,1.0,False,None,557,10744,11931,17.0,63.0
9402,41,1866,1906,41,0,0,1886.0,1886.0,0,0,0,,,False,Canis lupus,Mammalia,Unspecified habitat or no information,Finland,Europe,Count,Individuals killed,Sample,None,1.0,41.0,1.0,False,"For the period 1866-1870, 1871-1875, and 1876-1878 only annual averages of the entire periods are given.",558,10688,89,27.0,64.0
9403,41,1866,1906,41,0,0,1894.0,1894.0,0,0,0,,,False,Lynx lynx,Mammalia,Unspecified habitat or no information,Finland,Europe,Count,Individuals killed,Sample,None,1.0,41.0,1.0,False,"For the period 1866-1870, 1871-1875, and 1876-1878 only annual averages of the entire periods are given.",558,10688,11931,27.0,64.0
9404,67,1894,1961,68,1,9,1913.0,1913.0,0,0,0,,,False,Lynx lynx,Mammalia,Unspecified habitat or no information,Finland,Europe,Count,Individuals killed,Sample,None,2.0,68.0,1.0,False,None,558,10688,11931,27.0,64.0
9405,10,1955,1964,10,0,0,,,0,0,0,,,False,Lynx lynx,Mammalia,Unspecified habitat or no information,Estonia,Europe,Count,All Individuals,Sample,None,3.0,10.0,1.0,False,None,559,10745,11931,26.0,59.0
9406,10,1954,1963,10,0,0,,,0,0,0,,,False,Lynx lynx,Mammalia,Unspecified habitat or no information,Latvia,Europe,Count,All Individuals,Sample,None,2.0,10.0,1.0,False,The number of lynx killed each year is also given in the source. This varies from 18 to 81.,559,10746,11931,25.0,57.5
9407,17,1948,1964,17,0,0,,,0,0,0,,,False,Lynx lynx,Mammalia,Unspecified habitat or no information,Lithuania,Europe,Count,All Individuals,Sample,None,2.0,17.0,1.0,False,About 10 to 20 lynxes were shot each year.,559,10747,11931,24.0,56.0
9408,13,1950,1962,13,0,0,,,0,0,0,,,False,Lynx lynx,Mammalia,Unspecified habitat or no information,Romania,Europe,Count,All Individuals,Sample,None,2.0,13.0,1.0,False,Number of occuring lynxes.,560,10748,11931,25.5,47.0
9424,20,1966,1990,25,5,0,,,0,0,0,,,False,Panthera leo,Mammalia,Grassland,Tanzania,Africa,Count,Resident females >3yrs,Sample,None,5.0,25.0,1.0,False,None,404,10499,11091,35.583333333333336,-3.1666666666666665
9425,20,1970,1992,23,3,1,,1992.0,0,0,0,,,False,Lycaon pictus,Mammalia,Grassland,Tanzania,Africa,Count,Yearlings & adults,Sample,None,5.0,23.0,1.0,False,Number of yearlings/adult dogs in study packs/groups in the Serengeti plains. Data for 1979-1984 minimal values based on casual reports and photographs.,405,10500,11092,35.583333333333336,-3.1666666666666665
9428,14,1968,1982,15,1,0,,,0,0,0,,,False,Sus scrofa,Mammalia,Unspecified habitat or no information,Spain,Europe,Count,All Individuals,Sample,None,2.0,15.0,1.0,False,"Y axis units unclear, source states: ""numbers have been expressed as percentages, considering 100% as the annual maximum""",562,10755,11937,-4.0,40.0
9429,13,1965,1978,14,1,0,,,0,0,0,,,False,Sus scrofa,Mammalia,Unspecified habitat or no information,Russian Federation,Europe,Count,All Individuals,Sample,None,2.0,14.0,1.0,False,"Y axis units unclear, source states: ""numbers have been expressed as percentages, considering 100% as the annual maximum""",562,10756,11937,35.0,55.0
9430,11,1965,1975,11,0,0,,,0,0,0,,,False,Sus scrofa,Mammalia,Unspecified habitat or no information,Czech Republic and Slovakia,Europe,Count,All Individuals,Sample,None,2.0,11.0,1.0,False,"Y axis units unclear, source states: ""numbers have been expressed as percentages, considering 100% as the annual maximum""",562,10757,11937,18.0,49.0
9431,10,1965,1975,11,1,0,,,0,0,0,,,False,Sus scrofa,Mammalia,Unspecified habitat or no information,Switzerland,Europe,Count,All Individuals,Sample,None,2.0,11.0,1.0,False,"Y axis units unclear, source states: ""numbers have been expressed as percentages, considering 100% as the annual maximum""",562,10758,11937,8.0,47.0
9432,8,1933,1980,48,40,0,,1980.0,0,0,0,,,False,Pisidium ,Bivalvia,Limnetic,Denmark,Europe,Count,All Individuals,Sample,per m^2,4.0,48.0,1.0,False,"Six species of Pisidium have been identified: P. casertanum, P. subtruncatum, P.henslowanum, P. nitidum, P.milium and P. hibernicum.",563,10759,11938,12.0,56.0
9433,10,1933,1988,56,46,0,,1980.0,0,0,0,,,False,Pisidium ,Bivalvia,Limnetic,Denmark,Europe,Count,All Individuals,Sample,per m^2,4.0,56.0,1.0,False,"Six species of Pisidium have been identified: P. casertanum, P. subtruncatum, P.henslowanum, P. nitidum, P.milium and P. hibernicum.",563,10760,11938,12.0,56.0
9434,9,1933,1980,48,39,0,,,0,0,0,,,False,Pisidium ,Bivalvia,Limnetic,Denmark,Europe,Count,All Individuals,Sample,per m^2,4.0,48.0,1.0,False,"Six species of Pisidium have been identified: P. casertanum, P. subtruncatum, P.henslowanum, P. nitidum, P.milium and P. hibernicum.",563,10761,11938,12.0,56.0
9435,10,1933,1988,56,46,0,,,0,0,0,,,False,Pisidium ,Bivalvia,Limnetic,Denmark,Europe,Count,All Individuals,Sample,per m^2,4.0,56.0,1.0,False,"Six species of Pisidium have been identified: P. casertanum, P. subtruncatum, P.henslowanum, P. nitidum, P.milium and P. hibernicum.",563,10762,11938,12.0,56.0
9436,29,1966,1994,29,0,0,,,0,0,0,,,False,Spiza americana,Aves,Unspecified habitat or no information,USA,North America,Count,All Individuals,Sample,None,2.0,29.0,1.0,False,"Breeding Bird Surveys were conducted at the peak of the nesting season, early June (desert and southern states - May). Each route is 24.5 miles long and had 50 stops where the observer spent 3 minutes recording all birds heard or seen within 0.25 miles.",564,10763,764,-100.0,45.0
9437,29,1966,1994,29,0,0,,,0,0,0,,,False,Spiza americana,Aves,Unspecified habitat or no information,USA,North America,Count,All Individuals,Sample,None,2.0,29.0,1.0,False,"Breeding Bird Surveys were conducted at the peak of the nesting season, early June (desert and southern states - May). Each route is 24.5 miles long and had 50 stops where the observer spent 3 minutes recording all birds heard or seen within 0.25 miles.",564,10764,764,-95.65,36.575
9438,29,1966,1994,29,0,0,,,0,0,0,,,False,Spiza americana,Aves,Unspecified habitat or no information,USA,North America,Count,All Individuals,Sample,None,2.0,29.0,1.0,False,"Breeding Bird Surveys were conducted at the peak of the nesting season, early June (desert and southern states - May). Each route is 24.5 miles long and had 50 stops where the observer spent 3 minutes recording all birds heard or seen within 0.25 miles.",564,10765,764,-95.65,36.575
9439,29,1966,1994,29,0,0,,,0,0,0,,,False,Spiza americana,Aves,Unspecified habitat or no information,USA,North America,Count,All Individuals,Sample,None,2.0,29.0,1.0,False,"Breeding Bird Surveys were conducted at the peak of the nesting season, early June (desert and southern states - May). Each route is 24.5 miles long and had 50 stops where the observer spent 3 minutes recording all birds heard or seen within 0.25 miles.",564,42,764,-89.0,39.0
9440,28,1967,1994,28,0,0,,,0,0,0,,,False,Spiza americana,Aves,Unspecified habitat or no information,USA,North America,Count,All Individuals,Sample,None,2.0,28.0,1.0,False,"Breeding Bird Surveys were conducted at the peak of the nesting season, early June (desert and southern states - May). Each route is 24.5 miles long and had 50 stops where the observer spent 3 minutes recording all birds heard or seen within 0.25 miles.",564,47,764,-97.0,31.0
